familyID	type	detail	Protein_names	Gene_names	Tax	TaxID	Rep_Tax	Rep_TaxID	UniProtKB	unirefID
Cluster_1313	UniRef90_PfamDomain	PF09966	Uncharacterized protein	HMPREF0991_00856{ECO:0000313|EMBL:EGN49370.1}	Lachnospiraceae	186803	Lachnospiraceae bacterium 2_1_58FAA	658082	F7JUP3	UniRef90_F7JUP3
Cluster_1313	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	HMPREF0991_00856{ECO:0000313|EMBL:EGN49370.1}	Lachnospiraceae	186803	Lachnospiraceae bacterium 2_1_58FAA	658082	F7JUP3	UniRef90_F7JUP3
Cluster_1314	UniRef90_PfamDomain	PF03780	Uncharacterized protein	EUBREC_1668{ECO:0000313|EMBL:ACR75412.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4Z9X1	UniRef90_C4Z9X1
Cluster_1314	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	EUBREC_1668{ECO:0000313|EMBL:ACR75412.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4Z9X1	UniRef90_C4Z9X1
Cluster_1315	UniRef90_PfamDomain	PF00990	Uncharacterized protein	HMPREF0991_02427{ECO:0000313|EMBL:EGN46206.1}	Clostridiales	186802	Lachnospiraceae bacterium 2_1_58FAA	658082	F7JZ45	UniRef90_F7JZ45
Cluster_1315	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	HMPREF0991_02427{ECO:0000313|EMBL:EGN46206.1}	Clostridiales	186802	Lachnospiraceae bacterium 2_1_58FAA	658082	F7JZ45	UniRef90_F7JZ45
Cluster_1316	UniRef90_GO	GO:0015293;GO:0016021	Uncharacterized protein	RUMGNA_01772{ECO:0000313|EMBL:EDN77793.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B2J4	UniRef90_A7B2J4
Cluster_1316	UniRef90_PfamDomain	PF00375	Uncharacterized protein	RUMGNA_01772{ECO:0000313|EMBL:EDN77793.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B2J4	UniRef90_A7B2J4
Cluster_1317	UniRef90_GO	GO:0016021	Uncharacterized protein	EUBREC_1079{ECO:0000313|EMBL:ACR74841.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZGP4	UniRef90_C4ZGP4
Cluster_1318	UniRef90_GO	GO:0005623;GO:0006662;GO:0015035;GO:0016853;GO:0045454	Thioredoxin	EUBREC_2991{ECO:0000313|EMBL:ACR76719.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZI82	UniRef90_C4ZI82
Cluster_1318	UniRef90_KEGG-KOs	K03671	Thioredoxin	EUBREC_2991{ECO:0000313|EMBL:ACR76719.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZI82	UniRef90_C4ZI82
Cluster_1318	UniRef90_PfamDomain	PF00085	Thioredoxin	EUBREC_2991{ECO:0000313|EMBL:ACR76719.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZI82	UniRef90_C4ZI82
Cluster_1319	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_132	UniRef90_GO	GO:0017174	Class I SAM-dependent methyltransferase	CDL25_01970{ECO:0000313|EMBL:PLT70589.1},CDL27_00490	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5P632	UniRef90_A0A2N5P632
Cluster_1320	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1321	UniRef90_GO	GO:0000160	Hpt domain	EUR_16770{ECO:0000313|EMBL:CBK90737.1}	[Eubacterium] rectale	39491	[Eubacterium] rectale DSM 17629	657318	D6E5P7	UniRef90_D6E5P7
Cluster_1321	UniRef90_KEGG-KOs	K20976	Hpt domain	EUR_16770{ECO:0000313|EMBL:CBK90737.1}	[Eubacterium] rectale	39491	[Eubacterium] rectale DSM 17629	657318	D6E5P7	UniRef90_D6E5P7
Cluster_1321	UniRef90_PfamDomain	PF01627	Hpt domain	EUR_16770{ECO:0000313|EMBL:CBK90737.1}	[Eubacterium] rectale	39491	[Eubacterium] rectale DSM 17629	657318	D6E5P7	UniRef90_D6E5P7
Cluster_1321	UniRef90_eggNOG	ENOG4105X5H;ENOG4112340	Hpt domain	EUR_16770{ECO:0000313|EMBL:CBK90737.1}	[Eubacterium] rectale	39491	[Eubacterium] rectale DSM 17629	657318	D6E5P7	UniRef90_D6E5P7
Cluster_1322	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1323	UniRef90_GO	GO:0003700	LysR family transcriptional regulator	CDL23_09585{ECO:0000313|EMBL:PLT74667.1},CDL25_02995	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5P5B8	UniRef90_A0A2N5P5B8
Cluster_1323	UniRef90_PfamDomain	PF00126	LysR family transcriptional regulator	CDL23_09585{ECO:0000313|EMBL:PLT74667.1},CDL25_02995	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5P5B8	UniRef90_A0A2N5P5B8
Cluster_1324	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1325	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1326	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1327	UniRef90_GO	GO:0016740	Sulfurtransferase	CDL25_10030{ECO:0000313|EMBL:PLT68604.1},CDL27_10825	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5P0B6	UniRef90_A0A2N5P0B6
Cluster_1327	UniRef90_PfamDomain	PF00581	Sulfurtransferase	CDL25_10030{ECO:0000313|EMBL:PLT68604.1},CDL27_10825	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5P0B6	UniRef90_A0A2N5P0B6
Cluster_1328	UniRef90_GO	GO:0016021	Uncharacterized protein	EUBREC_1009{ECO:0000313|EMBL:ACR74771.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZGH4	UniRef90_C4ZGH4
Cluster_1329	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	DW951_09635{ECO:0000313|EMBL:RHA03578.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZEN8	UniRef90_A0A395ZEN8
Cluster_133	UniRef90_uncharacterized	UniRef90_uncharacterized	MBL fold metallo-hydrolase	DW001_00005{ECO:0000313|EMBL:RHL83099.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A396FWB0	UniRef90_A0A396FWB0
Cluster_1330	UniRef90_GO	GO:0016740;GO:0035438	PilZ domain-containing protein	DXB72_02140{ECO:0000313|EMBL:RGN26749.1},DXB99_09990	Clostridiales	186802	[Eubacterium] rectale	39491	A0A173WSP4	UniRef90_A0A173WSP4
Cluster_1330	UniRef90_PfamDomain	PF07238	PilZ domain-containing protein	DXB72_02140{ECO:0000313|EMBL:RGN26749.1},DXB99_09990	Clostridiales	186802	[Eubacterium] rectale	39491	A0A173WSP4	UniRef90_A0A173WSP4
Cluster_1331	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	DXC31_04430{ECO:0000313|EMBL:RGM24381.1}	Lachnospiraceae	186803	Ruminococcus gnavus	33038	A0A3E4VAG5	UniRef90_A0A3E4VAG5
Cluster_1332	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1333	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1334	UniRef90_PfamDomain	PF07561	DUF1540 domain-containing protein	CDL18_00575{ECO:0000313|EMBL:PLT58116.1},CDL20_02435	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NT68	UniRef90_A0A2N5NT68
Cluster_1334	UniRef90_uncharacterized	UniRef90_uncharacterized	DUF1540 domain-containing protein	CDL18_00575{ECO:0000313|EMBL:PLT58116.1},CDL20_02435	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NT68	UniRef90_A0A2N5NT68
Cluster_1335	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1336	UniRef90_PfamDomain	PF03551	PadR family transcriptional regulator	DW001_10820{ECO:0000313|EMBL:RHL77761.1},DW951_10020	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZGL5	UniRef90_A0A395ZGL5
Cluster_1336	UniRef90_uncharacterized	UniRef90_uncharacterized	PadR family transcriptional regulator	DW001_10820{ECO:0000313|EMBL:RHL77761.1},DW951_10020	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZGL5	UniRef90_A0A395ZGL5
Cluster_1337	UniRef90_PfamDomain	PF02036	SCP-2 sterol transfer family protein	DW001_06735{ECO:0000313|EMBL:RHL80036.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A396FTR6	UniRef90_A0A396FTR6
Cluster_1337	UniRef90_uncharacterized	UniRef90_uncharacterized	SCP-2 sterol transfer family protein	DW001_06735{ECO:0000313|EMBL:RHL80036.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A396FTR6	UniRef90_A0A396FTR6
Cluster_1338	UniRef90_GO	GO:0016021	Uncharacterized protein	CDL18_13360{ECO:0000313|EMBL:PLT52928.1},CDL24_13385	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5P9B1	UniRef90_A0A2N5P9B1
Cluster_1338	UniRef90_PfamDomain	PF09581	Uncharacterized protein	CDL18_13360{ECO:0000313|EMBL:PLT52928.1},CDL24_13385	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5P9B1	UniRef90_A0A2N5P9B1
Cluster_1339	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_134	UniRef90_GO	GO:0022857;GO:0043190;GO:0071705	Amino acid ABC transporter permease	CDL18_12375{ECO:0000313|EMBL:PLT53400.1},CDL20_10340	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PYK1	UniRef90_A0A2N5PYK1
Cluster_134	UniRef90_PfamDomain	PF00528	Amino acid ABC transporter permease	CDL18_12375{ECO:0000313|EMBL:PLT53400.1},CDL20_10340	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PYK1	UniRef90_A0A2N5PYK1
Cluster_1340	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	CDL23_10560{ECO:0000313|EMBL:PLT74062.1},CDL24_06310	Ruminococcus gnavus	33038	Ruminococcus gnavus	33038	A0A2N5PG10	UniRef90_A0A2N5PG10
Cluster_1341	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1342	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	BN626_01875{ECO:0000313|EMBL:CDC74893.1}	Clostridiales	186802	Eubacterium rectale CAG:36	1263079	R6TN89	UniRef90_R6TN89
Cluster_1343	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	HMPREF0991_02526{ECO:0000313|EMBL:EGN45823.1}	Clostridiales	186802	Lachnospiraceae bacterium 2_1_58FAA	658082	F7JZG2	UniRef90_F7JZG2
Cluster_1344	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1345	UniRef90_PfamDomain	PF13780	Uncharacterized protein	BIV16_06675{ECO:0000313|EMBL:OLR39252.1}	Lachnospiraceae	186803	Roseburia sp. 831b	1261635	A0A1Q9J360	UniRef90_A0A1Q9J360
Cluster_1345	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	BIV16_06675{ECO:0000313|EMBL:OLR39252.1}	Lachnospiraceae	186803	Roseburia sp. 831b	1261635	A0A1Q9J360	UniRef90_A0A1Q9J360
Cluster_1346	UniRef90_PfamDomain	PF13302	N-acetyltransferase	DWZ70_04390{ECO:0000313|EMBL:RHM39871.1},DXC31_14160	Clostridiales	186802	Ruminococcus gnavus	33038	A0A396G6S1	UniRef90_A0A396G6S1
Cluster_1346	UniRef90_uncharacterized	UniRef90_uncharacterized	N-acetyltransferase	DWZ70_04390{ECO:0000313|EMBL:RHM39871.1},DXC31_14160	Clostridiales	186802	Ruminococcus gnavus	33038	A0A396G6S1	UniRef90_A0A396G6S1
Cluster_1347	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1348	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1349	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_135	UniRef90_GO	GO:0005507;GO:0005737;GO:0006878	Copper homeostasis protein CutC	cutC{ECO:0000256|HAMAP-Rule:MF_00795};RUMGNA_03054{ECO:0000313|EMBL:EDN76595.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B643	UniRef90_A7B643
Cluster_135	UniRef90_PfamDomain	PF03932	Copper homeostasis protein CutC	cutC{ECO:0000256|HAMAP-Rule:MF_00795};RUMGNA_03054{ECO:0000313|EMBL:EDN76595.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B643	UniRef90_A7B643
Cluster_135	UniRef90_eggNOG	COG3142;ENOG4106N3A	Copper homeostasis protein CutC	cutC{ECO:0000256|HAMAP-Rule:MF_00795};RUMGNA_03054{ECO:0000313|EMBL:EDN76595.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B643	UniRef90_A7B643
Cluster_1350	UniRef90_uncharacterized	UniRef90_uncharacterized	Competence protein TfoX	CDL18_03155{ECO:0000313|EMBL:PLT57206.1},CDL20_00175	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PQ01	UniRef90_A0A2N5PQ01
Cluster_1351	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	DWY38_02035{ECO:0000313|EMBL:RGR57163.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V4D0	UniRef90_A0A395V4D0
Cluster_1352	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1353	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1354	UniRef90_PfamDomain	PF07561	DUF1540 domain-containing protein	DXB72_10660{ECO:0000313|EMBL:RGN22097.1},DXB99_04125	Clostridiales	186802	[Eubacterium] rectale	39491	A0A0M6WLW1	UniRef90_A0A0M6WLW1
Cluster_1354	UniRef90_uncharacterized	UniRef90_uncharacterized	DUF1540 domain-containing protein	DXB72_10660{ECO:0000313|EMBL:RGN22097.1},DXB99_04125	Clostridiales	186802	[Eubacterium] rectale	39491	A0A0M6WLW1	UniRef90_A0A0M6WLW1
Cluster_1355	UniRef90_PfamDomain	PF14076	DUF4258 domain-containing protein	DXB72_09945{ECO:0000313|EMBL:RGN22408.1},DXB99_07760	Clostridiales	186802	[Eubacterium] rectale	39491	A0A174GAF8	UniRef90_A0A174GAF8
Cluster_1355	UniRef90_uncharacterized	UniRef90_uncharacterized	DUF4258 domain-containing protein	DXB72_09945{ECO:0000313|EMBL:RGN22408.1},DXB99_07760	Clostridiales	186802	[Eubacterium] rectale	39491	A0A174GAF8	UniRef90_A0A174GAF8
Cluster_1356	UniRef90_GO	GO:0004792	Rhodanese-like domain-containing protein	glpE{ECO:0000313|EMBL:CUP10342.1};DXB99_15930{ECO:0000313|EMBL:RGM67641.1},DXC13_12150	Clostridiales	186802	[Eubacterium] rectale	39491	A0A0M6WF68	UniRef90_A0A0M6WF68
Cluster_1356	UniRef90_PfamDomain	PF00581	Rhodanese-like domain-containing protein	glpE{ECO:0000313|EMBL:CUP10342.1};DXB99_15930{ECO:0000313|EMBL:RGM67641.1},DXC13_12150	Clostridiales	186802	[Eubacterium] rectale	39491	A0A0M6WF68	UniRef90_A0A0M6WF68
Cluster_1357	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	DXB72_16225{ECO:0000313|EMBL:RGN18972.1},ERS852497_02862	Lachnospiraceae	186803	[Eubacterium] rectale	39491	A0A173V7Y5	UniRef90_A0A173V7Y5
Cluster_1358	UniRef90_GO	GO:0003723;GO:0005840	Ribosomal protein L30E	ERS852497_01132{ECO:0000313|EMBL:CUO88086.1},	Clostridiales	186802	[Eubacterium] rectale	39491	A0A0M6WK29	UniRef90_A0A0M6WK29
Cluster_1358	UniRef90_PfamDomain	PF01248	Ribosomal protein L30E	ERS852497_01132{ECO:0000313|EMBL:CUO88086.1},	Clostridiales	186802	[Eubacterium] rectale	39491	A0A0M6WK29	UniRef90_A0A0M6WK29
Cluster_1359	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_136	UniRef90_GO	GO:0003723;GO:0031119;GO:0106029	tRNA pseudouridine synthase A	truA{ECO:0000256|HAMAP-Rule:MF_00171};CDL25_10095{ECO:0000313|EMBL:PLT68616.1},CDL27_10755	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NQB0	UniRef90_A0A2N5NQB0
Cluster_136	UniRef90_PfamDomain	PF01416	tRNA pseudouridine synthase A	truA{ECO:0000256|HAMAP-Rule:MF_00171};CDL25_10095{ECO:0000313|EMBL:PLT68616.1},CDL27_10755	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NQB0	UniRef90_A0A2N5NQB0
Cluster_1360	UniRef90_PfamDomain	PF03551	PadR family transcriptional regulator	CDL25_07660{ECO:0000313|EMBL:PLT69097.1},CDL27_03970	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NUC4	UniRef90_A0A2N5NUC4
Cluster_1360	UniRef90_uncharacterized	UniRef90_uncharacterized	PadR family transcriptional regulator	CDL25_07660{ECO:0000313|EMBL:PLT69097.1},CDL27_03970	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NUC4	UniRef90_A0A2N5NUC4
Cluster_1361	UniRef90_GO	GO:0016021	Preprotein translocase subunit YajC	yajC{ECO:0000313|EMBL:CUN37887.1};DXD95_01045{ECO:0000313|EMBL:RGI70922.1},ERS852417_00153	Clostridiales	186802	[Eubacterium] rectale	39491	A0A173WHD2	UniRef90_A0A173WHD2
Cluster_1361	UniRef90_PfamDomain	PF02699	Preprotein translocase subunit YajC	yajC{ECO:0000313|EMBL:CUN37887.1};DXD95_01045{ECO:0000313|EMBL:RGI70922.1},ERS852417_00153	Clostridiales	186802	[Eubacterium] rectale	39491	A0A173WHD2	UniRef90_A0A173WHD2
Cluster_1362	UniRef90_PfamDomain	PF06949	DUF1292 domain-containing protein	DXB72_01050{ECO:0000313|EMBL:RGN26550.1},DXD95_00845	Clostridiales	186802	[Eubacterium] rectale	39491	A0A0M6WJ24	UniRef90_A0A0M6WJ24
Cluster_1362	UniRef90_uncharacterized	UniRef90_uncharacterized	DUF1292 domain-containing protein	DXB72_01050{ECO:0000313|EMBL:RGN26550.1},DXD95_00845	Clostridiales	186802	[Eubacterium] rectale	39491	A0A0M6WJ24	UniRef90_A0A0M6WJ24
Cluster_1363	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1364	UniRef90_GO	GO:0003735;GO:0005840;GO:0006412;GO:0019843	50S ribosomal protein L24	rplX{ECO:0000255|HAMAP-Rule:MF_01326};EUBREC_0429	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZBT0	UniRef90_C4ZBT0
Cluster_1364	UniRef90_KEGG-KOs	K02895	50S ribosomal protein L24	rplX{ECO:0000255|HAMAP-Rule:MF_01326};EUBREC_0429	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZBT0	UniRef90_C4ZBT0
Cluster_1364	UniRef90_PfamDomain	PF00467;PF17136	50S ribosomal protein L24	rplX{ECO:0000255|HAMAP-Rule:MF_01326};EUBREC_0429	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZBT0	UniRef90_C4ZBT0
Cluster_1365	UniRef90_GO	GO:0005623;GO:0006662;GO:0015035;GO:0045454	Thioredoxin	CDL23_05235{ECO:0000313|EMBL:PLT76464.1},CDL24_11900	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PMY8	UniRef90_A0A2N5PMY8
Cluster_1365	UniRef90_PfamDomain	PF00085	Thioredoxin	CDL23_05235{ECO:0000313|EMBL:PLT76464.1},CDL24_11900	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PMY8	UniRef90_A0A2N5PMY8
Cluster_1366	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1367	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	DW001_06590{ECO:0000313|EMBL:RHL80008.1},DW951_05245	Clostridiales	186802	[Eubacterium] rectale	39491	A0A396FTC2	UniRef90_A0A396FTC2
Cluster_1368	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1369	UniRef90_GO	GO:0000917;GO:0030435	Putative septation protein SpoVG	spoVG{ECO:0000256|HAMAP-Rule:MF_00819};RUMGNA_01581{ECO:0000313|EMBL:EDN78277.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B205	UniRef90_A7B205
Cluster_1369	UniRef90_PfamDomain	PF04026	Putative septation protein SpoVG	spoVG{ECO:0000256|HAMAP-Rule:MF_00819};RUMGNA_01581{ECO:0000313|EMBL:EDN78277.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B205	UniRef90_A7B205
Cluster_1369	UniRef90_eggNOG	COG2088;ENOG4105K4W	Putative septation protein SpoVG	spoVG{ECO:0000256|HAMAP-Rule:MF_00819};RUMGNA_01581{ECO:0000313|EMBL:EDN78277.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B205	UniRef90_A7B205
Cluster_137	UniRef90_GO	GO:0005524;GO:0008033;GO:0016740;GO:0046872;GO:0051539	tRNA 2-thiocytidine(32) synthetase TtcA	CDL20_00665{ECO:0000313|EMBL:PLT89535.1},CDL25_01845	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5Q3Y9	UniRef90_A0A2N5Q3Y9
Cluster_137	UniRef90_PfamDomain	PF01171	tRNA 2-thiocytidine(32) synthetase TtcA	CDL20_00665{ECO:0000313|EMBL:PLT89535.1},CDL25_01845	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5Q3Y9	UniRef90_A0A2N5Q3Y9
Cluster_1370	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1371	UniRef90_GO	GO:0043565	Helix-turn-helix domain-containing protein	DXB72_14025{ECO:0000313|EMBL:RGN20448.1},ERS852417_01206	Clostridiales	186802	[Eubacterium] rectale	39491	A0A0M6WQ29	UniRef90_A0A0M6WQ29
Cluster_1371	UniRef90_PfamDomain	PF01381	Helix-turn-helix domain-containing protein	DXB72_14025{ECO:0000313|EMBL:RGN20448.1},ERS852417_01206	Clostridiales	186802	[Eubacterium] rectale	39491	A0A0M6WQ29	UniRef90_A0A0M6WQ29
Cluster_1372	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1373	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1374	UniRef90_GO	GO:0003700	ArsR family transcriptional regulator	CDL18_02815{ECO:0000313|EMBL:PLT57902.1},CDL20_05885	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PQI5	UniRef90_A0A2N5PQI5
Cluster_1374	UniRef90_PfamDomain	PF01022	ArsR family transcriptional regulator	CDL18_02815{ECO:0000313|EMBL:PLT57902.1},CDL20_05885	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PQI5	UniRef90_A0A2N5PQI5
Cluster_1375	UniRef90_uncharacterized	UniRef90_uncharacterized	RHS repeat-associated core domain-containing protein	DW951_11785{ECO:0000313|EMBL:RHA02711.1},DXC13_11535	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZFH7	UniRef90_A0A395ZFH7
Cluster_1376	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_1377	UniRef90_GO	GO:0016740	N-acetyltransferase	CDL23_04015{ECO:0000313|EMBL:PLT76564.1},CDL24_00830	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5P4H9	UniRef90_A0A2N5P4H9
Cluster_1377	UniRef90_PfamDomain	PF13673	N-acetyltransferase	CDL23_04015{ECO:0000313|EMBL:PLT76564.1},CDL24_00830	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5P4H9	UniRef90_A0A2N5P4H9
Cluster_1378	UniRef90_GO	GO:0003677;GO:0004803;GO:0006313	Uncharacterized protein	HMPREF0991_00354{ECO:0000313|EMBL:EGN46821.1},	Clostridiales	186802	Lachnospiraceae bacterium 2_1_58FAA	658082	F7K290	UniRef90_F7K290
Cluster_1378	UniRef90_PfamDomain	PF01527	Uncharacterized protein	HMPREF0991_00354{ECO:0000313|EMBL:EGN46821.1},	Clostridiales	186802	Lachnospiraceae bacterium 2_1_58FAA	658082	F7K290	UniRef90_F7K290
Cluster_1379	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_138	UniRef90_GO	GO:0005737;GO:0070043	Ribosomal RNA small subunit methyltransferase G	rsmG{ECO:0000256|HAMAP-Rule:MF_00074};CDL18_12645{ECO:0000313|EMBL:PLT53275.1},CDL23_12520	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NY76	UniRef90_A0A2N5NY76
Cluster_138	UniRef90_PfamDomain	PF02527	Ribosomal RNA small subunit methyltransferase G	rsmG{ECO:0000256|HAMAP-Rule:MF_00074};CDL18_12645{ECO:0000313|EMBL:PLT53275.1},CDL23_12520	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NY76	UniRef90_A0A2N5NY76
Cluster_1380	UniRef90_GO	GO:0043565	XRE family transcriptional regulator	BN626_01391{ECO:0000313|EMBL:CDC73968.1}	Clostridiales	186802	Eubacterium rectale CAG:36	1263079	R6TKP8	UniRef90_R6TKP8
